stat,rho22,rho_TFM13,p_TFM13,rho_nonTFM9,p_nonTFM9
apsdet_absR,-0.917560700169396,-0.8956043956043955,3.480972994482093e-05,-0.09999999999999999,0.797971695234851
apsmapie_absR,-0.8283455674760022,-0.5494505494505494,0.05177062555916269,0.16666666666666669,0.668231040071504
apsdet_R,0.23433088650479958,0.14285714285714285,0.6415164215860882,0.5833333333333334,0.09918581647988323
lac_absR,-0.8339920948616601,-0.6593406593406593,0.014225578511456708,0.41666666666666663,0.26458604674749614
